eis_id,title,document,epa_comment_letter_date,federal_register_date,agency,state
81098,Gray's Reef National Marine Sanctuary (GRNMS) Research Areas Designation  Establish a Research Area  Implementation  NC,Final,09/26/2011,08/26/2011,National Oceanic and Atmospheric Administration,NC
81097,PROGRAMMATIC  - Hawaiian Monk Seal Recovery Actions  To Prevent the Extinction of the Species  HI,Draft,10/17/2011,08/19/2011,National Oceanic and Atmospheric Administration,HI
81096,Clark Springs Water Supply Habitat Conservation Plan  Application for Incidental Take Permits  City of Kent  Maple Valley  King County  WA,Final,08/04/2011,07/15/2011,National Oceanic and Atmospheric Administration,WA
81094,Generic - Annual Catch Limits/Accountability Measures Amendment for the Gulf of Mexico Fishery Management Council's Red Drum  Reef Fish  Shrimp  Coral and Coral Reefs  Fishery Management Plans Implementing the National Standard 1 Guidelines,Draft,08/15/2011,07/01/2011,National Oceanic and Atmospheric Administration,""
81093,Pacific Coast Groundfish Fishery Management Plan  Proposed Acceptable Biological Catch and Optimum Yield Specifications and Management Measures for the 2007-2008 Pacific Coast Groundfish Fishery and Amendment 16-4 Rebuilding Plans for Seven Depleted Pacific Coast Groundfish Species  WA  OR and CA,Draft,09/11/2006,07/28/2006,National Oceanic and Atmospheric Administration,Multi
81092,Gray's Reef National Marine Sanctuary Final Management Plan (DMP)  Address Current Resource Conditions and Compatible Multiple Uses  Located 17.5 Nautical mile off Sapelo Island  GA,Final,08/18/2006,07/28/2006,National Oceanic and Atmospheric Administration,GA
81091,Consolidated Atlantic Highly Migratory Species Fishery Management Plan for Atlantic Tunas  Swordfish  and Shark and the Atlantic Billfish Fishery Management Plan  Implementation  Atlantic Coast  Caribbean and Gulf of Mexico,Final,07/31/2006,07/14/2006,National Oceanic and Atmospheric Administration,""
81090,North Atlantic Right Whale Ship Strike Reduction Strategy  To Implement the Operational Measures to Reduce the Occurrence and Severity of Vessel Collisions with the Right Whale  Serious Injury and Deaths Resulting from Collisions with Vessels,Draft,10/04/2006,07/07/2006,National Oceanic and Atmospheric Administration,""
81089,Snapper Grouper Fishery  Amendment 13C to the Fishery Management Plan  Phase Out Overfishing of Snowy Grouper  Golden Tilefish  Vermilion Snapper and Sea Bass  Implementation  South Atlantic Region,Final,06/19/2006,05/26/2006,National Oceanic and Atmospheric Administration,""
81088,Channel Islands National Marine Sanctuary Management Plan Review  Implementation  Santa Barbara and Ventura Counties  CA,Draft,07/06/2006,05/19/2006,National Oceanic and Atmospheric Administration,CA
81087,Bottomfish and Seamount Groundfish Fisheries of the Western Pacific Region  Approval for Measures to End Bottomfish Overfishing in the Hawaii Archipelago  HI  GU and AS,Draft Supplement,06/03/2006,04/14/2006,National Oceanic and Atmospheric Administration,Multi
81086,Canaan Valley Institute Office Complex  Proposes to Construct: Offices  Classrooms  Laboratories  250-Seat Auditorium  Parking Facilities  Outdoor Classrooms and Interpretive Areas  US Army COE Section 404 Permit  Southeast of the Towns of Davis and Thomas  Tucker County  WV,Final,04/21/2006,03/31/2006,National Oceanic and Atmospheric Administration,WV
81085,North Inlet/Winyah Bay National Estuarine Research Reserve Management Plan  Site Designation  Funding  Georgetown County  SC,Draft,12/02/1991,10/18/1991,National Oceanic and Atmospheric Administration,SC
81084,Coastal Pelagic Species Fishery Management Plan Amendment 8  (Formerly Known as Northern Anchovy Fishery Management Plan)  Approval and Implementation  WA  CA and OR,Draft Supplement,10/19/1998,09/04/1998,National Oceanic and Atmospheric Administration,CA
81083,Monterey Bay National Marine Sanctuary Management Plan  Updated Information  To Amend the Designation Document and Regulations to Allow Jade Collecting in the Sanctuary  San Mateo  Santa Cruz and Monterey Counties  CA,Final Supplement,03/25/1998,02/27/1998,National Oceanic and Atmospheric Administration,CA
81082,Tilefish Fishery Management Plan (FMP)  (Lopholatilus Chamaeleonticep)  To Prevent Overfishing and to Rebuild the Resource of Tilefish  Located along the Atlantic Ocean,Final,05/03/2001,04/06/2001,National Oceanic and Atmospheric Administration,""
81081,Grand Bay National Estuarine Research Reserve (NERR)  Designation  To Conduct Research  Educational Project and Construction  East of the City of Biloxi  Jackson County  MS,Final,12/25/1998,11/27/1998,National Oceanic and Atmospheric Administration,MS
81080,Pacific Coast Groundfish Fishery Management Plan (FMP)  Approval and Implementation of FMP Amendment No. 4  CA  OR and WA (FS-1),Final Supplement,11/30/1990,11/23/1990,National Oceanic and Atmospheric Administration,""
81079,Marine Environmental Health Research Laboratory (MEHRL)  Construction and Operation of Premiere  High Technology and Marine Research Center  Approval of Permits  Charleston County  SC,Draft,03/09/1998,01/23/1998,National Oceanic and Atmospheric Administration,SC
81078,South Atlantic Region Shrimp Fishery Management Plan  Implementation  Exclusive Economic Zone (EEZ)  NC  SC  FL and GA,Final Supplement,01/23/1997,12/20/1996,National Oceanic and Atmospheric Administration,""
81077,Northeast Multispecies Fishery Management Plan  Updated Information concerning Overfishing of Red Hake and Silver Hake Fishier  Northeast United States,Final Supplement,10/07/1999,07/23/1999,National Oceanic and Atmospheric Administration,""
81076,Groundfish Fishery of the Bering Sea and Aleutian Islands  Fishery Management Plant  Amendment 18/23 Inshore/Offshore Allocation Alternative Approval and Implementation  AK,Second Draft Supplemental,06/24/1991,05/10/1991,National Oceanic and Atmospheric Administration,AK
81075,Snapper Grouper Fishery  Amendment 9 to the Fishery Management Plan  Regulatory Impact Review  South Atlantic Region,Second Final Supplemental,11/09/1998,10/09/1998,National Oceanic and Atmospheric Administration,""
81074,American Fisheries Act Amendments 61/61/13/8: Amendments 61 Groundfish Fishery of the Bering Sea and Aleutian Islands Area; Amendments 61 Groundfish of the Gulf of Alaska; Amendment 8 to the Scallop Fishery off Alaska  Fishery Management Plans  AK,Final,03/19/2002,03/01/2002,National Oceanic and Atmospheric Administration,AK
81073,Juneau Consolidated Facility  Implementation  Fisheries Management Operation  'Vision for 2005'  Juneau  AK,Final,03/13/1998,02/06/1998,National Oceanic and Atmospheric Administration,AK
81072,Spiny Dogfish (Squalus acanthras) Fishery Management Plan  Implementation  Northwest Atlantic Ocean  Labrador to Florida,Draft,11/09/1998,10/09/1998,National Oceanic and Atmospheric Administration,""
81071,Halibut and Sablefish Fixed Gear Fisheries Individual Fishing Quota Management (IFQ) Alternative  Additional Information on the specific IFQ Program recommended by the Council in December 1991  Approval and Implementation  Gulf of Alaska and Bering Sea/Al,Draft Supplement,06/29/1992,05/15/1992,National Oceanic and Atmospheric Administration,AK
81070,San Francisco Bay National Estuarine Research Reserve  Proposed  Designation of Three Sites: China Camp State Park  Brown's Island Regional Parks District  and Rush Ranch Open Space Preserve  Additional Information regarding Commercial Navigation and Socioeconomic Issues  Contra Costa  Marin  and Solano Counties  CA,Final,08/26/2002,07/19/2002,National Oceanic and Atmospheric Administration,CA
81069,Amendment 11 to the Atlantic Mackerel  Squid  and Butterfish (MSB)  Update Information MSB Essential Fish Habitat; Establish a Mackerel Recreational Allocation ; Establish a Cap to Limit the At-Sea Processing of Mackerel   Fishery Management Plan (FMP)  Establish an Atlantic Mackerel Limited Access Program  Implementation,Final,08/01/2011,07/01/2011,National Oceanic and Atmospheric Administration,""
81068,Comprehensive Annual Catch Limit (ACL) Amendment for the South Atlantic Regions:   Amendment 2 to the Fishery Management Plan for the Dolpin Wahoo Fishery; Amendment 2 to the Fiishery Management  Plan for Pelagic Sargassum Habitat; Amendment  5 to the Fishery Management Plan for the Golden Crab Fishery and Amendment 25 to the Fishery Management Plan for the Snapper Grouper Fishery   South Atlantic Region,Draft,08/01/2011,06/17/2011,National Oceanic and Atmospheric Administration,Multi
81067,Reef Fish Amendment 32  Gag - Rebuilding Plan  Annual Catch Limits  Management Measures  Red Grouper - Annual Catch Limits  Management  Measures  Grouper Accountability Measures  Gulf of Mexico,Draft,07/21/2011,06/10/2011,National Oceanic and Atmospheric Administration,""
81066,Amendment 10 to the Fishery Management Plan for Spiny Lobster  Establish Annual Catch Limits and Accountability Measures for Caribbean Spiny Lobster  Gulf of Mexico and South Atlantic Regions,Draft,06/01/2011,04/15/2011,National Oceanic and Atmospheric Administration,""
81065,Atlantic Sea Scallop Fishery Management Plan  Amendment 15  Implementation of the Annual Catch Limits (ACLs) and Accountability Measures (AMs) to Prevent Overfishing  Gulf of Maine  Georges Bank,Final,04/28/2011,04/01/2011,National Oceanic and Atmospheric Administration,""
81064,Harvest Specifications and Management Measures for the 2011-2012 Pacific Coast Groundfish Fishery and Amendment 16-5  to the Pacific Coast Groundfish Fishery Management Plan  and Adopt a Rebuilding Plan for Petrale Sole  RIN-0648-BA01  WA  OR and CA,Final,04/06/2011,03/11/2011,National Oceanic and Atmospheric Administration,""
81063,PROGRAMMATIC  - Incorporation of the Revised Washington Shoreline Management Act Guidelines into the Federally Approved Washington Coastal Management Program  Amendment No. 4 Approval  Coastal Counties in WA,Final,12/13/2010,11/12/2010,National Oceanic and Atmospheric Administration,WA
81062,Gray's Reef National Marine Sanctuary (GRNMS) Research Areas Designation  Establish a Research Area  Implementation  NC,Draft,10/05/2010,09/10/2010,National Oceanic and Atmospheric Administration,NC
81061,Lake Superior National Estuarine Research Reserves to be known as the Lake Superior Reserve Proposed Designation  To Provide Greater Protection  Research and Education Opportunities to 16 697 Acres of the St. Louis River Estuary   WI,Final,10/04/2010,09/03/2010,National Oceanic and Atmospheric Administration,WI
81060,PROGRAMMATIC - Texas National Estuarine Research Reserve and Management Plan  Mission-Aransas Estuary  Site Designation  Federal Approval  TX,Final,04/17/2006,03/17/2006,National Oceanic and Atmospheric Administration,TX
81059,Reef Fish (Amendment 25 ) and Coastal Migratory Pelagics (Amendment 17) for Extending the Charter Vessel/Headboat Permit Moratorium  Gulf of Mexico and South Atlantic,Final Supplement,03/01/2006,02/24/2006,National Oceanic and Atmospheric Administration,""
81058,Washington State Forest Habitat Conservation Plan  Propose Issuance of Multiple Species Incidental Take Permit of 4(d) Rules  NPDES Permit  US Army COE Section 10 and 404 Permits  WA,Final,02/27/2006,01/27/2006,National Oceanic and Atmospheric Administration,WA
81057,Amendment 26 to the Gulf of Mexico Reef Fish Fishery Management  Plan  Proposed Individual Fishing Quota (IFQ) Program to Reduce Overcapacity in the Commercial Red Snapper Fishery,DC,02/28/2006,01/20/2006,National Oceanic and Atmospheric Administration,""
81056,Pacific Coast Groundfish Fishery Management Plan  To Conserve and Enhance Essential Fish Habitat (EFH) Designation and Minimization of Advise Impacts  Coast Exclusive Economic Zone  WA  OR and CA,Final,01/11/2006,12/09/2005,National Oceanic and Atmospheric Administration,""
81055,Amendments to the Alaska Coastal Management Program  Approval  Implementation and Funding  US Army COE 404 Permit  AK,Final,12/22/2005,11/25/2005,National Oceanic and Atmospheric Administration,AK
81054,PROGRAMMATIC - Montrose Settlements Restoration Plan  Restoration of Inquired Natural Resources  Channel Islands  Southern California Bight  Baja California Pacific Islands  Orange County  CA,Final,12/13/2005,11/18/2005,National Oceanic and Atmospheric Administration,CA
81053,PROGRAMMATIC - Towards an Ecosystem Approach  for the Western Pacific Region: From Species Based Fishery Management Plans to Place- Based Fishery Ecosystem Plans  Realignment  Implementation  Western Pacific Region (America Samoa  Guan  Hawaii  Commonwealth of the Northern Mariana Islands)  and US Pacific Remote Island Areas,Draft,12/22/2005,11/10/2005,National Oceanic and Atmospheric Administration,""
81052,Delaware National Estuarine Research Reserve Management Plan  St. Jones River and Blackbird Creek Designation Sites  Implementation and Funding  Kent and New Castle Counties  DE,Final,03/08/1993,02/05/1993,National Oceanic and Atmospheric Administration,DE
81051,Hawaiian Islands Humpback Whales and Their Habitat National Marine Sanctuary Management Plan  Implementation  Honolulu  Kauai and Maui Counties  HI,Draft,12/15/1995,09/15/1995,National Oceanic and Atmospheric Administration,HI
81050,American Lobster Fishery Management Plan Amendment 5  Elimination or Prevention of Over fishing in the Exclusive Economic Zone (EEZ)  Approval and Permits  U.S. Atlantic Coast,Final,"",04/08/1994,National Oceanic and Atmospheric Administration,""
81049,Regime to Govern the Incidental Taking of Marine Mammals during Commercial Fishing Operations after October 1  1993 Development and Management  Permit Approval,LF,05/19/1993,04/23/1993,National Oceanic and Atmospheric Administration,""
81048,New Hampshire Coastal Program  Ocean  Harbor  and Great Bay Areas  Approval  Funding,Draft,09/15/1987,07/31/1987,National Oceanic and Atmospheric Administration,NH
81047,Western 1995 Atlantic Bluefin Tuna Fishery  Regulation Amendment  Implementation,Draft,08/31/1994,05/06/1994,National Oceanic and Atmospheric Administration,""
81046,Atlantic Sea Scallop  Placopecten Magellanicus  (Gmelin)  Fishery Management Plan (FMP)  Updated and Additional Information  Amendment No. 7,Second Final Supplemental,01/25/1999,12/24/1998,National Oceanic and Atmospheric Administration,""
